[[
[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 
[7, 3, 3, 4, 1, 1, 2, 3, 3, 3, 3, 1, 4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2, 7], 
[7, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 7], 
[7, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 7], 
[7, 3, 1, 3, 3, 1, 4, 3, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 2, 2, 7], 
[7, 3, 1, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 3, 2, 2, 7], 
[7, 3, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 7], 
[7, 3, 3, 3, 1, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 3, 3, 1, 7], 
[7, 1, 2, 2, 1, 3, 1, 2, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 3, 7], 
[7, 1, 2, 2, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 3, 3, 3, 3, 2, 7], 
[7, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 2, 1, 3, 3, 7], 
[7, 1, 3, 3, 3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 7], 
[7, 1, 3, 1, 1, 1, 4, 1, 3, 1, 3, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 7], 
[7, 1, 1, 1, 3, 3, 4, 3, 3, 1, 1, 1, 3, 1, 2, 3, 1, 3, 3, 3, 4, 1, 3, 3, 7], 
[7, 3, 3, 1, 3, 1, 4, 3, 1, 3, 3, 3, 3, 3, 1, 3, 3, 1, 1, 1, 3, 1, 1, 3, 7], 
[7, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 1, 3, 7], 
[7, 1, 3, 3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 3, 7], 
[7, 1, 3, 1, 1, 3, 1, 3, 1, 3, 6, 6, 3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 7], 
[7, 2, 1, 1, 3, 1, 1, 3, 1, 3, 6, 3, 3, 6, 1, 1, 3, 1, 3, 1, 1, 1, 1, 3, 7], 
[7, 3, 3, 3, 3, 1, 1, 1, 1, 3, 6, 6, 6, 3, 3, 1, 1, 1, 3, 1, 3, 3, 1, 1, 7], 
[7, 2, 1, 1, 1, 1, 3, 3, 3, 4, 4, 6, 3, 3, 3, 1, 3, 3, 3, 1, 1, 3, 3, 1, 7], 
[7, 1, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 1, 1, 3, 1, 7], 
[7, 1, 3, 3, 1, 1, 3, 3, 3, 4, 2, 2, 5, 4, 5, 5, 4, 5, 4, 3, 3, 1, 3, 1, 7], 
[7, 4, 1, 1, 1, 1, 1, 1, 3, 2, 7, 2, 2, 5, 2, 2, 5, 2, 5, 4, 3, 1, 1, 4, 7], 
[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]],[]]
