[[
[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 
[7, 4, 4, 4, 4, 4, 4, 4, 2, 2, 4, 6, 6, 2, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 4, 4, 4, 5, 7, 2, 6, 2, 2, 5, 1, 1, 1, 1, 4, 1, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 4, 4, 4, 5, 7, 7, 6, 2, 5, 5, 1, 1, 4, 1, 1, 1, 1, 4, 1, 7], 
[7, 4, 4, 4, 4, 4, 4, 1, 5, 2, 1, 6, 7, 2, 5, 1, 1, 1, 1, 1, 4, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 4, 4, 2, 5, 2, 2, 6, 1, 7, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 4, 4, 1, 2, 2, 2, 6, 7, 7, 1, 4, 1, 1, 1, 1, 1, 1, 1, 4, 7], 
[7, 4, 4, 4, 4, 4, 2, 2, 6, 6, 6, 6, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 4, 2, 6, 6, 2, 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 2, 6, 6, 2, 2, 2, 2, 3, 1, 4, 1, 1, 1, 3, 3, 3, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 2, 6, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 2, 6, 6, 1, 2, 2, 1, 2, 2, 7, 2, 2, 2, 1, 1, 3, 1, 4, 1, 7], 
[7, 4, 4, 4, 4, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 2, 1, 1, 4, 1, 1, 7], 
[7, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 7, 2, 1, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 2, 6, 6, 2, 1, 1, 1, 1, 7], 
[7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 2, 7, 6, 2, 1, 1, 4, 1, 7], 
[7, 4, 4, 4, 2, 7, 2, 2, 7, 7, 7, 2, 2, 2, 2, 2, 2, 2, 6, 2, 1, 1, 1, 1, 7], 
[7, 4, 4, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 1, 1, 1, 1, 7], 
[7, 4, 4, 2, 6, 6, 2, 2, 2, 7, 7, 2, 2, 2, 2, 2, 7, 2, 2, 2, 1, 1, 4, 1, 7], 
[7, 4, 4, 2, 6, 6, 2, 2, 2, 2, 7, 2, 2, 2, 2, 7, 2, 7, 2, 2, 1, 1, 1, 1, 7], 
[7, 4, 4, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 3, 1, 1, 7], 
[7, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 2, 1, 1, 1, 1, 7], 
[7, 1, 4, 1, 1, 1, 1, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 4, 1, 7], 
[7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7], 
[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] ],[]]
